

Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.390
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN
                | 2734|RESISTOR PRECISION 107K 1/4W 1%                                 |107KP           |   $0.10|EACH    |   5
                | 2351|RESISTOR PRECISION 11.0 1/4W 1%                                 |11.0P           |   $0.10|EACH    |   9
                | 2639|RESISTOR PRECISION 11.0K 1/4W 1%                                |11.0KP          |   $0.05|EACH    | 198
                | 2352|RESISTOR PRECISION 11.3 1/4W 1%                                 |11.3P           |   $0.10|EACH    |   6
                | 2640|RESISTOR PRECISION 11.3K 1/4W 1%                                |11.3KP          |   $0.10|EACH    | 385
?               |13618|RESISTOR PRECISION 11.3K 1/4W 1%                                |11.3KP-K        |   $0.10|EACH    |   0
                | 2353|RESISTOR PRECISION 11.5 1/4W 1%                                 |11.5P           |   $0.10|EACH    |   8
                | 2641|RESISTOR PRECISION 11.5K 1/4W 1%                                |11.5KP          |   $0.18|EACH    |   3
                | 2354|RESISTOR PRECISION 11.8 1/4W 1%                                 |11.8P           |   $0.10|EACH    |  10
                | 2642|RESISTOR PRECISION 11.8K 1/4W 1%                                |11.8KP          |   $0.10|EACH    |   5
                | 2447|RESISTOR PRECISION 110 1/4W 1%                                  |110P            |   $0.10|EACH    | 200
                | 2735|RESISTOR PRECISION 110K 1/4W 1%                                 |110KP           |   $0.10|EACH    | 200
                | 2448|RESISTOR PRECISION 113 1/4W 1%                                  |113P            |   $0.10|EACH    |  10
                | 2736|RESISTOR PRECISION 113K 1/4W 1%                                 |113KP           |   $0.10|EACH    | 174


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:03.223
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

?               |13640|RESISTOR PRECISION 113K 1/4W 1%                                 |113KP-K         |   $0.15|EACH    |   0
                | 2449|RESISTOR PRECISION 115 1/4W 1%                                  |115P            |   $0.10|EACH    | 200
                | 2737|RESISTOR PRECISION 115K 1/4W 1%                                 |115KP           |   $0.10|EACH    |  10
                | 2450|RESISTOR PRECISION 118 1/4W 1%                                  |118P            |   $0.15|EACH    |   8
                | 2738|RESISTOR PRECISION 118K 1/4W 1%                                 |118KP           |   $0.10|EACH    |   8
                | 2355|RESISTOR PRECISION 12.1 1/4W 1%                                 |12.1P           |   $0.10|EACH    |   6
                | 2643|RESISTOR PRECISION 12.1K 1/4W 1%                                |12.1KP          |   $0.10|EACH    | 174
                | 2356|RESISTOR PRECISION 12.4 1/4W 1%                                 |12.4P           |   $0.10|EACH    |   9
                | 2644|RESISTOR PRECISION 12.4K 1/4W 1%                                |12.4KP          |   $0.10|EACH    |   5
                | 2357|RESISTOR PRECISION 12.7 1/4W 1%                                 |12.7P           |   $0.10|EACH    |  10
                | 2645|RESISTOR PRECISION 12.7K 1/4W 1%                                |12.7KP          |   $0.10|EACH    |  38
                | 2451|RESISTOR PRECISION 121 1/4W 1%                                  |121P            |   $0.02|EACH    | 166
                | 2739|RESISTOR PRECISION 121K 1/4W 1%                                 |121KP           |   $0.10|EACH    | 200
                | 2452|RESISTOR PRECISION 124 1/4W 1%                                  |124P            |   $0.10|EACH    |  14
                | 2740|RESISTOR PRECISION 124K 1/4W 1%                                 |124KP           |   $0.10|EACH    | 179
                | 2453|RESISTOR PRECISION 127 1/4W 1%                                  |127P            |   $0.10|EACH    |  10
                | 2741|RESISTOR PRECISION 127K 1/4W 1%                                 |127KP           |   $0.10|EACH    |  21
                | 2358|RESISTOR PRECISION 13.0 1/4W 1%                                 |13.0P           |   $0.10|EACH    |   9
                | 2646|RESISTOR PRECISION 13.0K 1/4W 1%                                |13.0KP          |   $0.10|EACH    |  89
                | 2359|RESISTOR PRECISION 13.3 1/4W 1%                                 |13.3P           |   $0.10|EACH    |  10
                | 2647|RESISTOR PRECISION 13.3K 1/4W 1%                                |13.3KP          |   $0.10|EACH    |   7
                | 2360|RESISTOR PRECISION 13.7 1/4W 1%                                 |13.7P           |   $0.15|EACH    |   5
                | 2648|RESISTOR PRECISION 13.7K 1/4W 1%                                |13.7KP          |   $0.10|EACH    |  10
                | 2454|RESISTOR PRECISION 130 1/4W 1%                                  |130P            |   $0.10|EACH    | 200
                | 2742|RESISTOR PRECISION 130K 1/4W 1%                                 |130KP           |   $0.10|EACH    | 204
                | 2455|RESISTOR PRECISION 133 1/4W 1%                                  |133P            |   $0.15|EACH    |  15
                | 2743|RESISTOR PRECISION 133K 1/4W 1%                                 |133KP           |   $0.10|EACH    | 197
                | 2456|RESISTOR PRECISION 137 1/4W 1%                                  |137P            |   $0.10|EACH    |  16
                | 2744|RESISTOR PRECISION 137K 1/4W 1%                                 |137KP           |   $0.10|EACH    | 175
?               |13641|RESISTOR PRECISION 137K 1/4W 1%                                 |137KP-K         |   $0.10|EACH    |   0
                | 2361|RESISTOR PRECISION 14.0 1/4W 1%                                 |14.0P           |   $0.10|EACH    |   9
                | 2649|RESISTOR PRECISION 14.0K 1/4W 1%                                |14.0KP          |   $0.14|EACH    |  11
                | 2362|RESISTOR PRECISION 14.3 1/4W 1%                                 |14.3P           |   $0.10|EACH    |  10
                | 2650|RESISTOR PRECISION 14.3K 1/4W 1%                                |14.3KP          |   $0.10|EACH    | 170
?               |13619|RESISTOR PRECISION 14.3K 1/4W 1%                                |14.3KP-K        |   $0.10|EACH    |   0
                | 2363|RESISTOR PRECISION 14.7 1/4W 1%                                 |14.7P           |   $0.10|EACH    |  10
                | 2651|RESISTOR PRECISION 14.7K 1/4W 1%                                |14.7KP          |   $0.10|EACH    |   3
                | 2457|RESISTOR PRECISION 140 1/4W 1%                                  |140P            |   $0.10|EACH    | 190
                | 2745|RESISTOR PRECISION 140K 1/4W 1%                                 |140KP           |   $0.10|EACH    |  20
                | 2458|RESISTOR PRECISION 143 1/4W 1%                                  |143P            |   $0.10|EACH    |   5
                | 2746|RESISTOR PRECISION 143K 1/4W 1%                                 |143KP           |   $0.10|EACH    | 198
                | 2459|RESISTOR PRECISION 147 1/4W 1%                                  |147P            |   $0.10|EACH    |  99
                | 2747|RESISTOR PRECISION 147K 1/4W 1%                                 |147KP           |   $0.10|EACH    |  16
                | 2364|RESISTOR PRECISION 15.0 1/4W 1%                                 |15.0P           |   $0.10|EACH    | 100
                | 2652|RESISTOR PRECISION 15.0K 1/4W 1%                                |15.0KP          |   $0.10|EACH    | 120
                | 2365|RESISTOR PRECISION 15.4 1/4W 1%                                 |15.4P           |   $0.10|EACH    |  10
                | 2653|RESISTOR PRECISION 15.4K 1/4W 1%                                |15.4KP          |   $0.15|EACH    |  18
                | 2366|RESISTOR PRECISION 15.8 1/4W 1%                                 |15.8P           |   $0.10|EACH    |  10
                | 2654|RESISTOR PRECISION 15.8K 1/4W 1%                                |15.8KP          |   $0.14|EACH    |  13
                | 2460|RESISTOR PRECISION 150 1/4W 1%                                  |150P            |   $0.18|EACH    | 202
                | 2748|RESISTOR PRECISION 150K 1/4W 1%                                 |150KP           |   $0.10|EACH    | 182
                | 2461|RESISTOR PRECISION 154 1/4W 1%                                  |154P            |   $0.10|EACH    |   9
                | 2749|RESISTOR PRECISION 154K 1/4W 1%                                 |154KP           |   $0.15|EACH    |   9
                | 2462|RESISTOR PRECISION 158 1/4W 1%                                  |158P            |   $0.10|EACH    |   9
                | 2750|RESISTOR PRECISION 158K 1/4W 1%                                 |158KP           |   $0.10|EACH    |   5
                | 2367|RESISTOR PRECISION 16.2 1/4W 1%                                 |16.2P           |   $0.10|EACH    |   8
                | 2655|RESISTOR PRECISION 16.2K 1/4W 1%                                |16.2KP          |   $0.15|EACH    |   6
                | 2368|RESISTOR PRECISION 16.5 1/4W 1%                                 |16.5P           |   $0.10|EACH    |   8
                | 2656|RESISTOR PRECISION 16.5K 1/4W 1%                                |16.5KP          |   $0.10|EACH    |   8


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:03.239
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

                | 2369|RESISTOR PRECISION 16.9 1/4W 1%                                 |16.9P           |   $0.10|EACH    |  10
                | 2657|RESISTOR PRECISION 16.9K 1/4W 1%                                |16.9KP          |   $0.10|EACH    | 385
?               |13620|RESISTOR PRECISION 16.9K 1/4W 1%                                |16.9KP-K        |   $0.09|EACH    |   0
                | 2463|RESISTOR PRECISION 162 1/4W 1%                                  |162P            |   $0.10|EACH    |   5
                | 2751|RESISTOR PRECISION 162K 1/4W 1%                                 |162KP           |   $0.10|EACH    |  44
                | 2464|RESISTOR PRECISION 165 1/4W 1%                                  |165P            |   $0.10|EACH    |   9
                | 2752|RESISTOR PRECISION 165K 1/4W 1%                                 |165KP           |   $0.10|EACH    |  10
                | 2465|RESISTOR PRECISION 169 1/4W 1%                                  |169P            |   $0.10|EACH    |   9
                | 2753|RESISTOR PRECISION 169K 1/4W 1%                                 |169KP           |   $0.10|EACH    |   5
                | 2370|RESISTOR PRECISION 17.4 1/4W 1%                                 |17.4P           |   $0.10|EACH    |   9
                | 2658|RESISTOR PRECISION 17.4K 1/4W 1%                                |17.4KP          |   $0.10|EACH    | 172
?               |13621|RESISTOR PRECISION 17.4K 1/4W 1%                                |17.4KP-K        |   $0.10|EACH    |   0
                | 2371|RESISTOR PRECISION 17.8 1/4W 1%                                 |17.8P           |   $0.10|EACH    |   9
                | 2659|RESISTOR PRECISION 17.8K 1/4W 1%                                |17.8KP          |   $0.10|EACH    | 178
?               |13622|RESISTOR PRECISION 17.8K 1/4W 1%                                |17.8KP-K        |   $0.10|EACH    |   0
                | 2466|RESISTOR PRECISION 174 1/4W 1%                                  |174P            |   $0.10|EACH    |   9
                | 2754|RESISTOR PRECISION 174K 1/4W 1%                                 |174KP           |   $0.10|EACH    | 197
                | 2467|RESISTOR PRECISION 178 1/4W 1%                                  |178P            |   $0.15|EACH    |   9
                | 2755|RESISTOR PRECISION 178K 1/4W 1%                                 |178KP           |   $0.10|EACH    |   6
                | 2372|RESISTOR PRECISION 18.2 1/4W 1%                                 |18.2P           |   $0.10|EACH    |  10
                | 2660|RESISTOR PRECISION 18.2K 1/4W 1%                                |18.2KP          |   $0.10|EACH    | 197
                | 2373|RESISTOR PRECISION 18.7 1/4W 1%                                 |18.7P           |   $0.10|EACH    |   9
                | 2661|RESISTOR PRECISION 18.7K 1/4W 1%                                |18.7KP          |   $0.15|EACH    | 103
                | 2468|RESISTOR PRECISION 182 1/4W 1%                                  |182P            |   $0.10|EACH    |   7
                | 2756|RESISTOR PRECISION 182K 1/4W 1%                                 |182KP           |   $0.10|EACH    | 200
                | 2469|RESISTOR PRECISION 187 1/4W 1%                                  |187P            |   $0.10|EACH    |  10
                | 2757|RESISTOR PRECISION 187K 1/4W 1%                                 |187KP           |   $0.10|EACH    |   8
                | 2374|RESISTOR PRECISION 19.1 1/4W 1%                                 |19.1P           |   $0.10|EACH    |  10
                | 2662|RESISTOR PRECISION 19.1K 1/4W 1%                                |19.1KP          |   $0.10|EACH    | 184
                | 2375|RESISTOR PRECISION 19.6 1/4W 1%                                 |19.6P           |   $0.10|EACH    |  10
                | 2663|RESISTOR PRECISION 19.6K 1/4W 1%                                |19.6KP          |   $0.10|EACH    | 198
                | 2470|RESISTOR PRECISION 191 1/4W 1%                                  |191P            |   $0.10|EACH    |  10
                | 2758|RESISTOR PRECISION 191K 1/4W 1%                                 |191KP           |   $0.10|EACH    |   7
                | 2471|RESISTOR PRECISION 196 1/4W 1%                                  |196P            |   $0.10|EACH    |  10
                | 2759|RESISTOR PRECISION 196K 1/4W 1%                                 |196KP           |   $0.10|EACH    |   7
                | 2568|RESISTOR PRECISION 2.00K 1/4W 1%                                |2.00KP          |   $0.10|EACH    | 122
                | 2569|RESISTOR PRECISION 2.05K 1/4W 1%                                |2.05KP          |   $0.10|EACH    | 198
                | 2570|RESISTOR PRECISION 2.10K 1/4W 1%                                |2.10KP          |   $0.10|EACH    |   7
                | 2571|RESISTOR PRECISION 2.15K 1/4W 1%                                |2.15KP          |   $0.10|EACH    |   9
                | 2572|RESISTOR PRECISION 2.21K 1/4W 1%                                |2.21KP          |   $0.10|EACH    | 160
                | 2573|RESISTOR PRECISION 2.26K 1/4W 1%                                |2.26KP          |   $0.10|EACH    | 174
?               |13607|RESISTOR PRECISION 2.26K 1/4W 1%                                |2.26KP-K        |   $0.10|EACH    |   0
